"","id","school","sex","age","address","G1","G2","G3"
"527",527,"0","F",18,"U",10,9,8
"528",528,"0","F",17,"U",11,10,11
"529",529,"0","F",15,"U",11,12,13
"530",530,"0","F",17,"U",13,12,12
"531",531,"0","F",16,"U",15,13,14
"532",532,"0","M",16,"U",9,9,11
"533",533,"0","F",16,"U",13,11,11
"534",534,"0","M",15,"R",12,11,11
"535",535,"0","F",15,"U",13,14,15
"536",536,"0","M",17,"R",10,9,10
"537",537,"0","F",16,"R",14,13,13
"538",538,"0","M",18,"U",11,11,12
"539",539,"0","F",18,"U",12,11,11
"540",540,"0","F",16,"R",12,11,11
"541",541,"0","F",16,"U",9,9,10
"542",542,"0","M",16,"U",10,10,10
"543",543,"0","F",15,"U",13,14,14
"544",544,"0","F",15,"R",8,9,9
"545",545,"1","M",15,"U",9,11,11
"546",546,"0","F",15,"U",9,8,9
"547",547,"0","M",16,"U",15,13,13
"548",548,"0","M",16,"U",12,11,11
"549",549,"0","F",15,"U",13,13,13
"550",550,"0","F",16,"U",10,11,11
"551",551,"0","M",17,"U",9,7,6
"552",552,"0","F",15,"U",12,12,12
"553",553,"0","F",15,"U",11,10,10
"554",554,"0","F",15,"U",11,11,11
"555",555,"0","F",15,"U",13,12,13
"556",556,"0","F",15,"U",11,11,11
"557",557,"0","M",16,"U",9,9,8
"558",558,"0","M",15,"U",12,11,11
"559",559,"0","M",18,"U",11,9,0
"560",560,"0","M",16,"U",9,10,10
"561",561,"0","F",15,"R",13,13,13
"562",562,"0","M",19,"U",11,9,11
"563",563,"1","F",17,"U",13,13,13
"564",564,"1","M",15,"R",7,8,8
"565",565,"0","M",17,"R",9,8,10
"566",566,"0","F",18,"R",11,10,11
"567",567,"0","M",16,"R",12,10,11
"568",568,"0","M",16,"U",10,10,1
"569",569,"0","M",16,"U",9,8,10
"570",570,"0","M",17,"R",8,8,9
"571",571,"1","M",17,"R",7,6,8
"572",572,"0","M",15,"U",8,9,10
"573",573,"0","M",16,"U",9,8,8
"574",574,"0","M",17,"R",8,8,8
"575",575,"0","M",17,"U",8,7,8
"576",576,"0","M",16,"U",9,10,11
"577",577,"0","F",16,"U",17,17,18
"578",578,"0","F",16,"U",12,12,13
"579",579,"0","F",16,"U",16,16,17
"580",580,"0","M",16,"U",9,9,10
"581",581,"0","M",16,"U",16,17,18
"582",582,"0","M",17,"U",11,9,10
"583",583,"0","F",16,"U",14,13,13
"584",584,"0","F",16,"U",14,14,15
"585",585,"0","M",17,"U",10,11,11
"586",586,"0","F",16,"U",13,12,14
"587",587,"0","M",17,"U",11,9,10
"588",588,"0","M",16,"R",10,9,11
"589",589,"0","M",17,"U",11,11,13
"590",590,"0","M",16,"U",11,10,11
"591",591,"0","M",16,"U",11,12,13
"592",592,"0","F",17,"U",17,18,17
"593",593,"0","F",17,"U",14,13,14
"594",594,"0","F",16,"U",14,15,16
"595",595,"0","M",17,"U",11,13,14
"596",596,"0","M",16,"U",10,9,11
"597",597,"0","M",16,"U",13,14,16
"598",598,"0","F",17,"U",12,13,14
"599",599,"0","M",17,"R",9,9,10
"600",600,"0","F",16,"U",12,12,13
"601",601,"0","F",17,"U",12,11,12
"602",602,"0","M",17,"U",10,11,12
"603",603,"0","M",16,"R",11,10,10
"604",604,"0","M",16,"U",13,12,12
"605",605,"0","F",17,"U",14,15,16
"606",606,"0","M",17,"U",13,13,14
"607",607,"0","M",16,"R",10,11,12
"608",608,"0","F",17,"U",14,15,16
"609",609,"0","F",16,"U",11,10,11
"610",610,"0","F",16,"U",14,14,15
"611",611,"1","F",16,"U",11,12,12
"612",612,"0","F",17,"U",14,15,15
"613",613,"0","F",17,"R",13,13,13
"614",614,"0","F",16,"R",13,13,13
"615",615,"0","F",17,"U",8,9,8
"616",616,"0","F",16,"U",11,11,12
"617",617,"0","F",16,"U",14,15,15
"618",618,"0","F",16,"U",12,13,13
"619",619,"0","F",17,"R",11,12,12
"620",620,"0","F",19,"U",12,12,12
"621",621,"0","M",17,"U",13,12,12
"622",622,"1","F",16,"U",13,13,13
"623",623,"0","M",18,"U",12,11,11
"624",624,"0","F",17,"R",12,11,11
"625",625,"0","F",17,"U",14,16,15
"626",626,"0","F",17,"U",11,9,10
"627",627,"0","M",18,"U",10,10,10
"628",628,"0","F",17,"U",12,13,13
"629",629,"0","F",17,"U",12,12,13
"630",630,"0","F",17,"R",11,10,11
"631",631,"0","F",17,"U",12,12,12
"632",632,"1","F",16,"U",13,13,14
"633",633,"0","M",18,"U",10,9,10
"634",634,"0","F",16,"U",15,16,16
"635",635,"0","F",18,"R",8,8,8
"636",636,"0","F",17,"U",17,18,17
"637",637,"0","M",17,"U",10,11,11
"638",638,"1","M",18,"U",9,10,11
"639",639,"0","F",17,"U",15,15,16
"640",640,"0","F",17,"U",14,12,12
"641",641,"0","M",17,"R",12,13,13
"642",642,"1","M",17,"U",13,13,13
"643",643,"0","M",16,"U",13,13,14
"644",644,"0","M",16,"U",9,9,9
"645",645,"0","M",16,"U",12,12,12
"646",646,"0","M",17,"U",16,16,16
"647",647,"0","F",16,"U",9,10,10
"648",648,"0","F",16,"U",14,13,13
"649",649,"0","F",18,"U",10,10,10
"650",650,"0","F",18,"U",9,8,10
"651",651,"0","F",18,"U",8,7,7
"652",652,"0","M",18,"U",7,8,8
"653",653,"0","M",17,"U",10,8,9
"654",654,"0","F",17,"U",14,14,15
"655",655,"0","F",17,"U",11,10,10
"656",656,"0","F",16,"U",12,11,11
"657",657,"0","F",17,"R",13,13,13
"658",658,"0","F",17,"R",9,9,8
"659",659,"0","M",18,"U",8,7,8
"660",660,"0","F",17,"U",11,9,10
"661",661,"0","F",17,"R",15,14,15
"662",662,"0","F",17,"U",15,14,14
"663",663,"0","M",17,"U",15,15,15
"664",664,"0","M",17,"R",12,12,12
"665",665,"0","M",16,"U",14,14,15
"666",666,"0","M",16,"U",14,15,15
"667",667,"0","F",17,"U",11,11,12
"668",668,"0","M",17,"R",13,14,15
"669",669,"0","F",17,"U",11,11,11
"670",670,"1","F",17,"U",10,9,10
"671",671,"0","F",18,"U",12,10,11
"672",672,"0","M",16,"U",15,16,16
"673",673,"0","F",17,"U",11,10,11
"674",674,"0","M",17,"U",9,12,13
"675",675,"0","M",22,"U",7,8,5
"676",676,"0","M",18,"R",10,9,10
"677",677,"0","M",16,"U",11,12,11
"678",678,"0","M",18,"U",7,8,7
"679",679,"1","M",16,"U",9,11,10
"680",680,"0","M",18,"U",7,8,6
"681",681,"0","M",16,"R",14,13,12
"682",682,"0","M",17,"R",12,12,13
"683",683,"0","M",17,"U",9,10,10
"684",684,"0","F",18,"U",12,12,13
"685",685,"0","F",17,"U",14,15,17
"686",686,"0","F",19,"U",10,10,11
"687",687,"0","M",18,"U",11,10,11
"688",688,"0","F",17,"R",11,12,14
"689",689,"0","F",18,"U",11,12,14
"690",690,"1","F",18,"R",11,11,13
"691",691,"0","M",19,"U",11,13,14
"692",692,"0","M",18,"U",16,16,16
"693",693,"0","M",17,"R",9,10,10
"694",694,"0","F",17,"U",10,11,12
"695",695,"0","F",20,"R",10,12,12
"696",696,"0","F",18,"U",15,15,15
"697",697,"0","M",18,"U",10,10,11
"698",698,"0","M",18,"R",10,11,12
"699",699,"0","F",17,"U",15,12,13
"700",700,"0","F",18,"U",11,12,13
"701",701,"0","M",17,"U",8,8,9
"702",702,"0","M",18,"R",15,16,16
"703",703,"0","M",17,"U",11,11,14
"704",704,"0","F",18,"R",10,11,12
"705",705,"0","M",18,"U",10,12,14
"706",706,"0","F",18,"R",8,9,10
"707",707,"0","F",19,"U",11,12,12
"708",708,"0","F",18,"U",16,16,16
"709",709,"0","F",18,"U",13,13,13
"710",710,"0","M",17,"R",16,17,18
"711",711,"0","F",18,"U",14,14,15
"712",712,"0","F",17,"U",15,16,16
"713",713,"1","F",17,"U",12,12,12
"714",714,"0","F",18,"R",12,9,10
"715",715,"0","M",18,"U",11,12,12
"716",716,"1","F",18,"U",14,12,13
"717",717,"0","F",17,"U",13,15,15
"718",718,"1","F",19,"R",9,8,10
"719",719,"0","M",18,"U",10,10,10
"720",720,"0","M",18,"U",10,10,11
"721",721,"0","M",17,"U",11,11,10
"722",722,"0","M",17,"U",13,13,13
"723",723,"0","F",18,"R",17,17,18
"724",724,"1","F",18,"U",12,13,13
"725",725,"0","F",17,"U",12,12,14
"726",726,"0","F",18,"U",12,13,14
"727",727,"0","M",17,"U",12,12,12
"728",728,"0","F",18,"U",18,18,18
"729",729,"0","F",17,"U",13,13,14
"730",730,"0","M",18,"U",14,15,15
"731",731,"0","M",18,"U",17,17,17
"732",732,"0","M",18,"U",15,16,16
"733",733,"0","F",17,"U",17,18,18
"734",734,"0","F",17,"R",18,19,19
"735",735,"0","M",18,"R",14,15,15
"736",736,"0","M",17,"U",14,15,15
"737",737,"0","F",19,"U",14,13,13
"738",738,"0","F",18,"U",13,14,14
"739",739,"0","F",18,"U",16,17,17
"740",740,"0","M",18,"U",18,18,17
"741",741,"0","F",18,"U",14,15,15
"742",742,"0","M",17,"U",12,13,13
"743",743,"0","F",17,"R",7,7,8
"744",744,"0","F",17,"U",16,16,16
"745",745,"0","F",17,"U",18,18,18
"746",746,"0","M",19,"R",9,10,11
"747",747,"0","M",20,"U",14,15,15
"748",748,"0","M",19,"R",10,10,11
"749",749,"1","F",18,"U",10,10,11
"750",750,"0","F",18,"U",12,12,15
"751",751,"0","F",17,"U",11,12,14
"752",752,"0","F",17,"R",15,16,17
"753",753,"0","F",18,"U",14,15,17
"754",754,"0","F",18,"U",12,12,15
"755",755,"0","F",17,"R",15,15,17
"756",756,"0","F",18,"U",11,12,14
"757",757,"0","M",19,"U",11,10,10
"758",758,"0","F",18,"U",12,11,13
"759",759,"0","F",18,"U",11,12,14
"760",760,"0","F",17,"U",14,15,17
"761",761,"0","F",17,"U",15,14,17
"762",762,"1","F",17,"U",12,12,13
"763",763,"0","F",17,"U",11,12,14
"764",764,"0","M",18,"U",8,9,11
"765",765,"0","F",19,"U",10,10,11
"766",766,"0","F",19,"U",8,8,9
"767",767,"0","F",18,"U",10,10,10
"768",768,"0","F",17,"U",14,13,13
"769",769,"0","F",17,"R",11,11,10
"770",770,"0","F",17,"U",17,18,17
"771",771,"0","F",17,"U",14,14,15
"772",772,"0","F",18,"U",14,14,14
"773",773,"0","M",18,"U",13,14,13
"774",774,"0","M",17,"U",17,18,17
"775",775,"0","M",17,"R",11,10,10
"776",776,"0","F",17,"U",13,12,13
"777",777,"0","F",17,"U",15,14,15
"778",778,"0","F",17,"U",11,12,11
"779",779,"0","M",18,"U",11,11,12
"780",780,"0","M",19,"R",11,10,10
"781",781,"0","F",18,"U",10,9,10
"782",782,"0","F",17,"R",15,15,15
"783",783,"0","M",18,"U",15,14,15
"784",784,"0","F",18,"U",10,11,12
"785",785,"0","F",18,"U",10,9,12
"786",786,"0","F",18,"R",14,13,14
"787",787,"0","F",17,"U",11,13,14
"788",788,"0","F",17,"U",12,13,15
"789",789,"0","F",18,"U",14,14,15
"790",790,"0","F",17,"R",14,14,16
"791",791,"0","M",18,"U",12,12,13
"792",792,"0","M",18,"U",16,16,17
"793",793,"0","F",17,"U",10,12,14
"794",794,"0","F",18,"U",11,12,14
"795",795,"0","F",18,"U",14,16,17
"796",796,"0","M",18,"R",15,14,17
"797",797,"0","M",18,"U",14,13,14
"798",798,"0","F",17,"U",11,12,13
"799",799,"0","F",17,"U",12,15,15
"800",800,"0","F",17,"U",12,16,16
"801",801,"0","F",19,"U",10,11,11
"802",802,"0","F",17,"U",10,13,13
"803",803,"0","F",21,"U",9,12,12
"804",804,"0","M",18,"U",9,11,12
"805",805,"0","M",18,"U",13,14,15
"806",806,"0","F",17,"U",13,17,17
"807",807,"0","M",17,"U",12,15,15
"808",808,"0","F",18,"U",14,17,17
"809",809,"0","M",21,"R",9,10,10
"810",810,"0","F",20,"R",11,15,15
"811",811,"0","F",19,"U",9,10,11
"812",812,"0","M",17,"U",16,18,18
"813",813,"0","F",18,"U",14,17,17
"814",814,"0","M",18,"R",13,14,14
"815",815,"0","M",19,"U",7,11,11
"816",816,"0","F",18,"U",14,17,17
"817",817,"1","F",20,"U",8,10,10
"818",818,"0","F",18,"U",10,13,13
"819",819,"0","F",16,"U",10,11,11
"820",820,"0","F",16,"R",12,12,12
"821",821,"0","F",15,"R",10,10,10
"822",822,"0","F",15,"R",10,10,11
"823",823,"0","F",16,"R",16,17,17
"824",824,"0","F",15,"R",6,8,9
"825",825,"0","M",16,"R",10,11,11
"826",826,"1","M",16,"U",10,11,11
"827",827,"0","F",17,"R",10,10,10
"828",828,"0","F",17,"R",6,6,7
"829",829,"0","F",15,"R",13,14,14
"830",830,"0","F",16,"U",10,9,11
"831",831,"0","F",15,"R",10,10,10
"832",832,"0","F",15,"R",6,7,8
"833",833,"0","F",16,"R",12,11,12
"834",834,"0","F",17,"R",10,11,12
"835",835,"0","F",15,"R",14,16,16
"836",836,"0","M",16,"U",7,0,0
"837",837,"0","M",17,"U",8,9,9
"838",838,"0","M",15,"R",12,13,14
"839",839,"0","M",15,"R",7,9,8
"840",840,"0","M",16,"R",9,10,11
"841",841,"0","M",15,"R",7,9,9
"842",842,"0","M",15,"U",11,11,11
"843",843,"0","M",17,"R",8,10,9
"844",844,"0","F",16,"R",16,16,17
"845",845,"0","F",15,"R",11,13,13
"846",846,"0","F",16,"R",15,15,15
"847",847,"0","M",16,"R",10,11,11
"848",848,"0","F",16,"R",9,10,11
"849",849,"0","F",16,"U",10,8,8
"850",850,"0","F",16,"U",9,8,8
"851",851,"1","F",15,"U",9,10,9
"852",852,"0","F",16,"U",13,14,15
"853",853,"0","M",17,"R",10,11,11
"854",854,"0","F",16,"R",13,10,13
"855",855,"1","F",16,"R",10,9,10
"856",856,"0","F",15,"R",11,10,11
"857",857,"0","F",16,"R",13,12,14
"858",858,"0","F",15,"R",13,14,14
"859",859,"1","F",15,"R",14,11,12
"860",860,"0","M",16,"R",11,11,11
"861",861,"0","F",18,"U",9,8,8
"862",862,"0","M",15,"U",10,9,11
"863",863,"0","F",16,"R",14,13,14
"864",864,"0","M",15,"U",13,12,13
"865",865,"0","M",16,"U",13,12,13
"866",866,"0","F",15,"R",13,12,12
"867",867,"0","F",16,"R",12,11,12
"868",868,"0","F",16,"R",14,14,16
"869",869,"0","M",16,"U",10,8,10
"870",870,"0","M",15,"R",10,11,11
"871",871,"0","F",15,"U",12,13,14
"872",872,"0","F",16,"R",10,8,8
"873",873,"0","M",15,"U",12,10,11
"874",874,"1","F",16,"R",7,7,8
"875",875,"0","F",17,"U",9,9,10
"876",876,"0","F",19,"U",9,9,10
"877",877,"0","F",17,"R",9,10,11
"878",878,"0","F",15,"R",9,10,9
"879",879,"0","F",16,"R",9,10,11
"880",880,"0","F",16,"U",7,7,8
"881",881,"0","F",17,"R",11,10,11
"882",882,"0","F",16,"U",9,10,10
"883",883,"0","F",18,"R",7,9,10
"884",884,"0","F",19,"U",7,9,9
"885",885,"0","M",18,"R",8,9,10
"886",886,"0","F",18,"R",9,11,10
"887",887,"0","F",19,"U",7,8,9
"888",888,"0","F",16,"R",8,10,10
"889",889,"0","F",17,"U",9,9,10
"890",890,"0","F",16,"R",8,9,9
"891",891,"0","F",16,"U",14,13,13
"892",892,"0","F",16,"R",14,14,14
"893",893,"0","M",17,"U",10,11,10
"894",894,"0","F",16,"U",14,13,14
"895",895,"0","F",16,"U",17,16,16
"896",896,"0","M",17,"U",6,7,7
"897",897,"0","M",16,"U",14,12,13
"898",898,"0","M",17,"R",10,8,9
"899",899,"1","F",16,"U",14,14,14
"900",900,"0","F",19,"U",12,13,13
"901",901,"0","F",17,"R",11,11,11
"902",902,"0","F",20,"U",11,9,10
"903",903,"0","F",17,"U",11,11,10
"904",904,"0","M",17,"R",10,9,9
"905",905,"0","F",16,"R",16,17,18
"906",906,"0","F",17,"R",15,17,17
"907",907,"0","F",17,"U",11,9,10
"908",908,"0","F",18,"R",7,7,7
"909",909,"0","F",16,"U",8,6,8
"910",910,"0","F",16,"U",7,6,7
"911",911,"1","F",18,"U",9,8,10
"912",912,"0","F",16,"R",14,16,16
"913",913,"0","F",16,"R",14,14,15
"914",914,"0","F",18,"U",8,5,8
"915",915,"0","M",16,"R",8,7,0
"916",916,"0","F",16,"U",6,8,8
"917",917,"0","F",16,"R",8,10,10
"918",918,"0","F",16,"U",8,8,8
"919",919,"0","M",18,"U",5,6,6
"920",920,"0","F",16,"R",7,9,8
"921",921,"0","M",17,"U",15,14,16
"922",922,"0","F",17,"R",13,14,14
"923",923,"0","M",16,"U",10,9,10
"924",924,"0","F",17,"R",9,9,9
"925",925,"0","F",16,"U",11,11,11
"926",926,"0","M",17,"U",7,10,9
"927",927,"0","M",17,"U",10,10,10
"928",928,"0","M",16,"U",9,7,8
"929",929,"0","F",16,"U",14,15,16
"930",930,"0","M",16,"U",11,12,12
"931",931,"0","M",15,"R",9,11,10
"932",932,"0","M",15,"U",13,14,14
"933",933,"0","M",15,"U",12,13,12
"934",934,"0","F",16,"R",11,11,11
"935",935,"0","F",16,"U",9,10,10
"936",936,"0","F",17,"U",9,11,11
"937",937,"1","F",17,"R",11,9,11
"938",938,"0","F",16,"U",10,11,12
"939",939,"0","M",17,"R",9,9,8
"940",940,"0","M",17,"R",12,11,12
"941",941,"0","M",17,"U",8,9,8
"942",942,"0","F",17,"U",13,15,16
"943",943,"0","M",16,"R",10,11,11
"944",944,"0","F",17,"U",11,10,11
"945",945,"1","F",17,"R",17,18,18
"946",946,"0","M",16,"U",12,13,13
"947",947,"0","M",17,"U",13,14,13
"948",948,"0","M",19,"U",9,9,10
"949",949,"0","M",17,"U",11,11,12
"950",950,"0","F",17,"R",10,11,10
"951",951,"1","F",16,"R",13,14,13
"952",952,"0","M",16,"R",9,10,11
"953",953,"0","F",17,"R",7,9,10
"954",954,"0","M",17,"R",8,13,10
"955",955,"1","M",18,"R",12,12,13
"956",956,"0","M",17,"R",10,9,10
"957",957,"0","M",18,"U",10,9,10
"958",958,"0","F",16,"R",11,13,12
"959",959,"0","M",17,"U",7,0,0
"960",960,"0","M",16,"R",11,9,10
"961",961,"0","M",16,"R",10,10,9
"962",962,"0","M",18,"R",9,7,9
"963",963,"0","M",18,"R",4,0,0
"964",964,"0","M",19,"U",6,11,9
"965",965,"0","M",18,"U",4,8,8
"966",966,"0","M",16,"R",7,8,8
"967",967,"0","M",19,"U",8,9,9
"968",968,"0","F",16,"U",5,5,7
"969",969,"0","F",17,"U",7,9,10
"970",970,"0","M",20,"R",8,11,10
"971",971,"0","F",18,"R",10,11,10
"972",972,"0","M",18,"R",9,10,11
"973",973,"0","M",19,"R",10,9,11
"974",974,"0","M",17,"U",8,9,10
"975",975,"0","M",18,"U",9,10,9
"976",976,"0","M",19,"R",8,9,10
"977",977,"0","F",18,"U",6,8,8
"978",978,"0","F",19,"U",6,8,7
"979",979,"0","F",18,"R",8,6,0
"980",980,"0","F",17,"R",10,11,11
"981",981,"0","F",17,"R",8,7,8
"982",982,"1","F",17,"U",8,8,0
"983",983,"0","F",18,"R",7,6,8
"984",984,"0","F",17,"U",8,10,9
"985",985,"0","F",17,"U",7,10,10
"986",986,"0","F",18,"U",7,8,7
"987",987,"0","F",18,"U",12,13,14
"988",988,"0","F",17,"U",11,12,13
"989",989,"0","F",18,"U",12,13,14
"990",990,"0","F",18,"U",18,18,18
"991",991,"0","M",18,"U",17,17,17
"992",992,"0","F",17,"U",17,18,18
"993",993,"0","F",18,"R",9,0,0
"994",994,"0","M",18,"U",10,11,11
"995",995,"0","M",18,"R",12,13,14
"996",996,"0","M",17,"R",12,13,14
"997",997,"0","F",18,"U",8,8,10
"998",998,"0","F",18,"U",11,12,13
"999",999,"0","F",18,"R",5,0,0
"1000",1000,"0","F",18,"U",9,10,10
"1001",1001,"0","F",19,"U",5,0,0
"1002",1002,"0","F",17,"U",18,18,18
"1003",1003,"0","F",17,"R",11,11,12
"1004",1004,"0","F",18,"U",8,10,11
"1005",1005,"0","F",18,"U",11,11,12
"1006",1006,"0","F",19,"R",8,0,0
"1007",1007,"0","F",18,"R",14,14,15
"1008",1008,"0","M",17,"R",10,11,11
"1009",1009,"0","F",18,"U",10,10,10
"1010",1010,"0","F",17,"R",12,12,12
"1011",1011,"0","F",17,"U",15,14,15
"1012",1012,"0","M",18,"U",14,13,14
"1013",1013,"0","F",18,"U",19,17,18
"1014",1014,"0","F",18,"R",16,15,15
"1015",1015,"0","F",18,"U",13,12,13
"1016",1016,"0","F",17,"U",15,14,15
"1017",1017,"0","F",17,"R",13,13,13
"1018",1018,"0","M",18,"R",8,10,9
"1019",1019,"0","M",18,"U",15,16,16
"1020",1020,"0","F",17,"R",8,8,9
"1021",1021,"0","F",18,"U",10,10,10
"1022",1022,"0","F",18,"R",7,5,0
"1023",1023,"0","M",18,"R",9,10,10
"1024",1024,"0","F",17,"U",10,11,12
"1025",1025,"0","F",17,"R",7,8,9
"1026",1026,"0","F",18,"R",15,17,17
"1027",1027,"0","F",18,"R",10,11,12
"1028",1028,"0","F",19,"R",7,8,9
"1029",1029,"0","F",18,"R",13,14,14
"1030",1030,"0","F",18,"U",16,16,16
"1031",1031,"0","F",17,"R",8,9,9
"1032",1032,"0","M",18,"U",17,18,19
"1033",1033,"0","M",18,"R",7,7,0
"1034",1034,"0","M",17,"U",14,15,16
"1035",1035,"0","M",19,"R",5,8,0
"1036",1036,"0","M",18,"R",7,7,0
"1037",1037,"0","F",18,"R",14,17,15
"1038",1038,"0","F",17,"U",6,9,11
"1039",1039,"0","F",18,"R",7,9,10
"1040",1040,"0","F",19,"R",10,11,10
"1041",1041,"0","F",18,"U",15,15,16
"1042",1042,"0","F",18,"U",11,12,9
"1043",1043,"0","M",17,"U",10,10,10
"1044",1044,"0","M",18,"R",10,11,11
