"","id","traveltime","studytime","freetime","goout"
"1",1,2,2,3,4
"2",2,1,2,3,3
"3",3,1,2,3,2
"4",4,1,3,2,2
"5",5,1,2,3,2
"6",6,1,2,4,2
"7",7,1,2,4,4
"8",8,2,2,1,4
"9",9,1,2,2,2
"10",10,1,2,5,1
"11",11,1,2,3,3
"12",12,3,3,2,2
"13",13,1,1,3,3
"14",14,2,2,4,3
"15",15,1,3,5,2
"16",16,1,1,4,4
"17",17,1,3,2,3
"18",18,3,2,3,2
"19",19,1,1,5,5
"20",20,1,1,1,3
"21",21,1,2,4,1
"22",22,1,1,4,2
"23",23,1,2,5,1
"24",24,2,2,4,4
"25",25,1,3,3,2
"26",26,1,1,2,2
"27",27,1,1,2,2
"28",28,1,1,2,4
"29",29,1,2,3,3
"30",30,1,2,4,5
"31",31,1,2,4,2
"32",32,2,2,3,1
"33",33,1,2,5,2
"34",34,1,2,3,2
"35",35,1,1,4,3
"36",36,2,1,5,1
"37",37,1,3,4,3
"38",38,2,3,4,3
"39",39,1,3,3,2
"40",40,1,1,3,1
"41",41,2,2,3,3
"42",42,1,1,4,3
"43",43,1,2,3,3
"44",44,1,1,4,1
"45",45,2,2,3,3
"46",46,1,2,2,2
"47",47,1,2,3,5
"48",48,1,4,2,2
"49",49,1,2,3,3
"50",50,1,2,4,4
"51",51,3,2,3,3
"52",52,1,2,3,3
"53",53,2,1,5,5
"54",54,1,1,3,4
"55",55,1,1,3,4
"56",56,1,2,3,4
"57",57,1,2,3,2
"58",58,1,2,2,2
"59",59,1,2,3,2
"60",60,1,2,2,3
"61",61,1,2,4,4
"62",62,4,1,5,5
"63",63,1,2,4,3
"64",64,1,3,4,4
"65",65,1,2,4,4
"66",66,3,2,4,3
"67",67,1,4,3,3
"68",68,1,4,3,3
"69",69,2,2,1,3
"70",70,2,4,4,2
"71",71,2,4,3,2
"72",72,1,4,3,3
"73",73,1,2,3,4
"74",74,1,1,3,2
"75",75,1,2,3,3
"76",76,1,2,3,3
"77",77,2,4,4,3
"78",78,1,4,2,3
"79",79,2,1,5,1
"80",80,1,2,4,3
"81",81,1,1,2,2
"82",82,1,3,3,2
"83",83,1,2,4,4
"84",84,2,2,3,3
"85",85,1,2,3,2
"86",86,2,2,4,4
"87",87,1,2,3,4
"88",88,1,3,3,3
"89",89,2,2,4,2
"90",90,1,2,1,3
"91",91,1,3,3,3
"92",92,1,1,5,5
"93",93,1,2,3,3
"94",94,2,2,3,3
"95",95,1,4,3,4
"96",96,2,4,1,2
"97",97,2,1,3,3
"98",98,1,2,3,5
"99",99,1,1,3,4
"100",100,1,3,3,5
"101",101,1,1,5,5
"102",102,1,3,4,3
"103",103,1,1,3,3
"104",104,2,2,3,5
"105",105,1,2,4,4
"106",106,1,4,3,3
"107",107,1,4,1,2
"108",108,1,3,3,3
"109",109,4,4,3,5
"110",110,1,3,4,5
"111",111,1,1,5,3
"112",112,1,3,1,2
"113",113,1,2,1,2
"114",114,1,1,5,2
"115",115,1,2,4,2
"116",116,1,2,4,4
"117",117,2,2,4,3
"118",118,2,1,4,2
"119",119,3,2,2,4
"120",120,1,1,4,3
"121",121,1,2,2,3
"122",122,1,4,5,4
"123",123,2,2,2,2
"124",124,1,1,4,4
"125",125,1,2,4,4
"126",126,1,1,5,5
"127",127,1,2,3,2
"128",128,1,2,4,2
"129",129,1,1,3,3
"130",130,1,1,5,5
"131",131,2,3,2,2
"132",132,3,1,3,3
"133",133,1,1,4,4
"134",134,1,1,2,1
"135",135,4,2,3,3
"136",136,1,3,3,3
"137",137,3,2,4,5
"138",138,2,1,3,2
"139",139,1,2,4,4
"140",140,2,1,3,2
"141",141,2,4,2,2
"142",142,2,1,3,3
"143",143,1,3,2,2
"144",144,1,1,4,4
"145",145,1,1,4,5
"146",146,1,2,4,2
"147",147,1,2,3,2
"148",148,1,2,3,2
"149",149,1,1,3,2
"150",150,4,1,5,5
"151",151,1,1,3,5
"152",152,1,1,4,4
"153",153,2,3,2,1
"154",154,1,1,5,4
"155",155,1,1,2,1
"156",156,1,2,4,4
"157",157,1,1,2,2
"158",158,3,1,2,5
"159",159,3,1,2,2
"160",160,1,2,5,5
"161",161,2,1,3,2
"162",162,2,2,4,4
"163",163,2,1,4,4
"164",164,1,1,3,3
"165",165,4,2,3,5
"166",166,2,1,5,2
"167",167,1,2,3,5
"168",168,1,2,2,3
"169",169,1,2,1,5
"170",170,1,2,4,2
"171",171,3,1,4,5
"172",172,2,2,3,2
"173",173,1,2,4,4
"174",174,1,2,3,5
"175",175,2,2,4,5
"176",176,2,2,4,4
"177",177,2,2,4,4
"178",178,1,2,3,4
"179",179,1,1,3,3
"180",180,1,2,2,3
"181",181,1,2,4,3
"182",182,1,2,2,3
"183",183,1,2,4,2
"184",184,1,2,3,3
"185",185,1,2,2,2
"186",186,1,2,3,4
"187",187,1,1,3,3
"188",188,1,2,2,3
"189",189,1,2,3,3
"190",190,1,2,1,3
"191",191,1,2,3,3
"192",192,1,2,3,3
"193",193,2,2,4,4
"194",194,1,1,3,2
"195",195,2,1,3,3
"196",196,1,2,3,2
"197",197,1,1,2,3
"198",198,3,1,3,4
"199",199,2,1,2,4
"200",200,1,2,5,2
"201",201,1,2,3,5
"202",202,1,2,4,3
"203",203,1,2,4,4
"204",204,1,1,3,2
"205",205,2,4,3,5
"206",206,1,3,4,3
"207",207,1,2,3,3
"208",208,1,2,3,2
"209",209,2,1,3,2
"210",210,2,3,4,2
"211",211,1,4,3,3
"212",212,1,2,3,5
"213",213,1,2,3,4
"214",214,1,2,4,4
"215",215,1,1,2,1
"216",216,2,2,4,4
"217",217,1,2,4,5
"218",218,1,2,2,4
"219",219,2,1,3,3
"220",220,1,3,3,3
"221",221,2,2,2,5
"222",222,1,3,3,4
"223",223,1,2,3,1
"224",224,2,2,3,3
"225",225,1,3,3,2
"226",226,1,2,3,3
"227",227,1,2,3,4
"228",228,1,2,3,3
"229",229,4,2,3,2
"230",230,2,3,2,3
"231",231,1,2,2,3
"232",232,2,2,5,2
"233",233,1,2,5,5
"234",234,1,2,2,4
"235",235,2,2,4,2
"236",236,2,3,3,3
"237",237,1,2,4,2
"238",238,1,1,5,2
"239",239,3,2,1,1
"240",240,1,2,5,4
"241",241,2,2,5,5
"242",242,2,2,3,3
"243",243,1,1,4,5
"244",244,1,1,3,2
"245",245,2,3,4,4
"246",246,3,1,3,3
"247",247,2,1,2,2
"248",248,1,1,4,5
"249",249,1,2,3,3
"250",250,1,1,3,2
"251",251,2,1,4,5
"252",252,3,2,3,3
"253",253,1,1,2,5
"254",254,2,1,3,2
"255",255,1,1,4,2
"256",256,2,1,4,4
"257",257,1,4,2,3
"258",258,1,2,3,1
"259",259,1,2,2,4
"260",260,1,4,4,1
"261",261,1,2,1,2
"262",262,1,2,3,2
"263",263,1,3,3,2
"264",264,1,3,2,3
"265",265,1,3,3,3
"266",266,2,2,2,5
"267",267,1,2,4,4
"268",268,2,2,3,4
"269",269,1,2,4,5
"270",270,2,2,3,5
"271",271,1,2,3,5
"272",272,1,4,5,5
"273",273,2,2,4,3
"274",274,1,2,5,2
"275",275,2,2,3,3
"276",276,2,2,4,4
"277",277,2,2,1,1
"278",278,2,1,2,4
"279",279,1,2,4,4
"280",280,2,1,2,3
"281",281,2,1,5,4
"282",282,1,1,4,4
"283",283,2,4,2,2
"284",284,2,2,4,4
"285",285,1,2,4,5
"286",286,1,2,3,3
"287",287,1,3,3,3
"288",288,1,3,3,3
"289",289,1,3,2,4
"290",290,1,2,4,3
"291",291,1,2,3,2
"292",292,1,3,2,2
"293",293,1,2,4,3
"294",294,2,4,1,2
"295",295,2,3,4,2
"296",296,1,1,4,3
"297",297,2,2,3,4
"298",298,2,2,4,5
"299",299,1,4,3,3
"300",300,1,1,4,2
"301",301,1,2,2,4
"302",302,2,1,1,1
"303",303,2,3,3,3
"304",304,1,4,2,2
"305",305,1,2,4,4
"306",306,1,2,4,3
"307",307,1,1,5,3
"308",308,2,1,3,4
"309",309,1,2,5,3
"310",310,1,2,4,3
"311",311,1,2,2,4
"312",312,3,2,4,1
"313",313,1,2,5,2
"314",314,2,2,2,2
"315",315,1,3,1,2
"316",316,1,3,1,2
"317",317,2,2,3,3
"318",318,1,3,3,4
"319",319,1,3,3,4
"320",320,1,2,4,4
"321",321,1,2,2,2
"322",322,1,2,2,2
"323",323,1,3,3,2
"324",324,1,3,4,3
"325",325,2,3,3,3
"326",326,1,3,3,3
"327",327,1,1,3,5
"328",328,4,1,4,5
"329",329,1,3,4,4
"330",330,2,3,3,3
"331",331,1,4,5,5
"332",332,1,3,4,3
"333",333,1,2,3,4
"334",334,1,2,3,3
"335",335,2,4,4,4
"336",336,1,3,4,5
"337",337,1,3,4,3
"338",338,1,2,3,2
"339",339,1,4,3,3
"340",340,1,2,3,3
"341",341,1,3,3,4
"342",342,1,2,3,3
"343",343,1,2,3,3
"344",344,1,2,3,1
"345",345,1,3,3,3
"346",346,1,3,4,3
"347",347,1,3,3,2
"348",348,1,3,4,5
"349",349,1,3,4,3
"350",350,2,1,5,5
"351",351,3,2,4,4
"352",352,2,2,5,4
"353",353,1,1,3,3
"354",354,3,1,4,4
"355",355,2,2,5,5
"356",356,1,2,3,4
"357",357,2,2,3,3
"358",358,2,2,2,3
"359",359,2,1,3,2
"360",360,2,3,3,2
"361",361,3,2,3,4
"362",362,2,2,4,3
"363",363,2,2,3,2
"364",364,1,2,3,4
"365",365,2,2,2,2
"366",366,2,2,3,4
"367",367,2,3,2,2
"368",368,3,1,2,1
"369",369,2,1,2,3
"370",370,3,2,2,2
"371",371,2,2,2,2
"372",372,3,1,3,3
"373",373,1,3,4,3
"374",374,1,1,5,5
"375",375,2,3,4,4
"376",376,4,3,3,2
"377",377,2,3,4,3
"378",378,1,2,4,3
"379",379,1,2,1,3
"380",380,1,2,5,4
"381",381,1,2,2,4
"382",382,2,1,4,3
"383",383,2,2,4,3
"384",384,2,1,3,2
"385",385,2,1,4,3
"386",386,2,3,3,3
"387",387,3,1,4,3
"388",388,1,3,4,2
"389",389,1,2,3,4
"390",390,2,2,1,1
"391",391,1,2,5,4
"392",392,2,1,4,5
"393",393,1,1,5,3
"394",394,3,1,4,1
"395",395,1,1,2,3
"396",396,2,2,3,4
"397",397,1,2,3,3
"398",398,1,2,3,2
"399",399,1,3,2,2
"400",400,1,2,3,2
"401",401,1,2,4,2
"402",402,1,2,4,4
"403",403,2,2,1,4
"404",404,1,2,2,2
"405",405,1,2,5,1
"406",406,1,2,3,3
"407",407,3,3,2,2
"408",408,1,1,3,3
"409",409,2,2,4,3
"410",410,1,3,5,2
"411",411,1,1,4,4
"412",412,1,3,2,3
"413",413,3,2,3,2
"414",414,1,1,5,5
"415",415,1,1,1,3
"416",416,1,2,4,1
"417",417,1,1,4,2
"418",418,1,2,5,1
"419",419,2,2,4,4
"420",420,1,3,3,2
"421",421,1,1,2,2
"422",422,1,1,2,2
"423",423,1,1,2,4
"424",424,1,2,3,3
"425",425,1,2,4,5
"426",426,1,2,4,2
"427",427,2,2,3,1
"428",428,1,2,5,2
"429",429,1,2,3,2
"430",430,1,1,4,3
"431",431,2,1,5,1
"432",432,1,3,4,3
"433",433,2,3,4,3
"434",434,1,3,3,2
"435",435,1,1,3,1
"436",436,2,2,3,3
"437",437,1,1,4,3
"438",438,1,2,3,3
"439",439,1,1,4,1
"440",440,2,2,3,3
"441",441,1,2,2,2
"442",442,1,2,3,5
"443",443,1,4,2,2
"444",444,1,2,3,3
"445",445,1,2,4,4
"446",446,3,2,3,3
"447",447,1,2,3,3
"448",448,2,1,5,5
"449",449,1,1,3,4
"450",450,1,1,3,4
"451",451,1,2,3,4
"452",452,1,2,3,2
"453",453,1,2,2,2
"454",454,1,2,3,2
"455",455,1,2,2,3
"456",456,1,2,4,4
"457",457,4,1,5,5
"458",458,1,2,4,3
"459",459,1,3,4,4
"460",460,1,2,4,4
"461",461,3,2,4,3
"462",462,1,4,3,3
"463",463,1,4,3,3
"464",464,2,2,1,3
"465",465,2,4,4,2
"466",466,2,4,3,2
"467",467,1,4,3,3
"468",468,1,2,3,4
"469",469,1,1,3,2
"470",470,1,2,3,3
"471",471,1,2,3,3
"472",472,2,4,4,3
"473",473,1,4,2,3
"474",474,2,1,5,1
"475",475,1,2,4,3
"476",476,1,1,2,2
"477",477,1,3,3,2
"478",478,1,2,4,4
"479",479,2,2,3,3
"480",480,1,2,3,2
"481",481,2,2,4,4
"482",482,1,2,3,4
"483",483,1,3,3,3
"484",484,2,2,4,2
"485",485,1,2,1,3
"486",486,1,3,3,3
"487",487,1,1,5,5
"488",488,1,2,3,3
"489",489,2,2,3,3
"490",490,1,4,3,4
"491",491,2,4,1,2
"492",492,2,1,3,3
"493",493,1,2,3,5
"494",494,1,1,3,4
"495",495,1,3,3,5
"496",496,1,1,5,5
"497",497,1,3,4,3
"498",498,1,1,3,3
"499",499,2,2,3,5
"500",500,1,2,4,4
"501",501,1,4,3,3
"502",502,1,4,1,2
"503",503,1,3,3,3
"504",504,4,4,3,5
"505",505,1,3,4,5
"506",506,1,1,5,3
"507",507,1,3,1,2
"508",508,1,2,1,2
"509",509,1,1,5,2
"510",510,1,2,4,2
"511",511,1,2,4,4
"512",512,2,2,4,3
"513",513,2,1,4,2
"514",514,3,2,2,4
"515",515,1,1,4,3
"516",516,1,2,2,3
"517",517,1,4,5,4
"518",518,2,2,2,2
"519",519,1,1,4,4
"520",520,1,2,4,4
"521",521,1,1,5,5
"522",522,1,2,3,2
"523",523,1,2,4,2
"524",524,1,1,5,5
"525",525,2,3,2,3
"526",526,2,3,2,2
"527",527,1,2,4,5
"528",528,3,1,2,2
"529",529,3,1,3,3
"530",530,1,1,4,4
"531",531,1,1,2,1
"532",532,4,1,2,1
"533",533,1,1,3,4
"534",534,4,2,3,3
"535",535,1,3,3,3
"536",536,3,2,4,5
"537",537,4,2,1,3
"538",538,2,1,3,4
"539",539,1,3,3,3
"540",540,2,1,3,3
"541",541,2,1,3,2
"542",542,1,2,4,4
"543",543,2,1,3,2
"544",544,3,1,5,5
"545",545,2,4,2,2
"546",546,1,2,3,2
"547",547,1,3,3,3
"548",548,2,1,3,3
"549",549,1,3,2,2
"550",550,1,1,4,4
"551",551,1,1,4,5
"552",552,1,2,4,2
"553",553,2,1,4,2
"554",554,1,2,3,2
"555",555,1,2,3,2
"556",556,1,2,3,4
"557",557,1,1,3,2
"558",558,4,1,5,5
"559",559,1,1,3,5
"560",560,1,1,4,4
"561",561,2,3,2,1
"562",562,1,1,5,4
"563",563,1,1,2,1
"564",564,1,2,4,4
"565",565,1,1,2,2
"566",566,3,1,2,5
"567",567,3,1,2,2
"568",568,1,2,5,5
"569",569,2,1,4,5
"570",570,2,1,3,2
"571",571,2,2,4,4
"572",572,2,1,4,4
"573",573,1,1,3,3
"574",574,4,2,3,5
"575",575,2,1,5,2
"576",576,1,2,3,5
"577",577,1,2,2,3
"578",578,1,2,1,5
"579",579,1,2,4,2
"580",580,3,1,4,5
"581",581,2,2,3,2
"582",582,1,2,4,4
"583",583,1,2,3,5
"584",584,2,2,4,5
"585",585,2,2,4,4
"586",586,2,2,4,4
"587",587,1,2,3,4
"588",588,1,1,3,3
"589",589,1,2,2,3
"590",590,1,2,4,3
"591",591,1,2,2,3
"592",592,1,2,4,2
"593",593,1,2,3,3
"594",594,1,2,2,2
"595",595,1,2,3,4
"596",596,1,1,3,3
"597",597,1,2,2,3
"598",598,1,2,3,3
"599",599,1,2,1,3
"600",600,1,2,3,3
"601",601,1,2,3,3
"602",602,2,2,4,4
"603",603,1,1,3,2
"604",604,2,1,3,3
"605",605,1,2,3,2
"606",606,1,1,2,3
"607",607,3,1,3,4
"608",608,2,1,2,4
"609",609,1,2,5,2
"610",610,1,2,3,5
"611",611,1,2,4,3
"612",612,1,2,4,4
"613",613,1,1,3,2
"614",614,2,4,3,5
"615",615,1,3,4,3
"616",616,1,2,3,3
"617",617,1,2,3,2
"618",618,2,1,3,2
"619",619,2,3,4,2
"620",620,1,4,3,3
"621",621,1,2,3,5
"622",622,1,2,3,4
"623",623,1,2,4,4
"624",624,1,1,2,1
"625",625,2,2,4,4
"626",626,1,2,4,5
"627",627,1,2,2,4
"628",628,2,1,3,3
"629",629,1,3,3,3
"630",630,2,2,2,5
"631",631,1,3,3,4
"632",632,1,2,3,1
"633",633,2,2,3,3
"634",634,1,3,3,2
"635",635,1,2,3,3
"636",636,1,2,3,4
"637",637,1,2,3,3
"638",638,4,2,3,2
"639",639,2,3,2,3
"640",640,1,2,2,3
"641",641,2,2,5,2
"642",642,1,2,5,5
"643",643,1,2,2,4
"644",644,2,2,4,2
"645",645,2,3,3,3
"646",646,1,2,4,2
"647",647,1,1,5,2
"648",648,1,2,3,3
"649",649,2,2,3,3
"650",650,1,2,3,1
"651",651,2,1,1,1
"652",652,1,1,4,3
"653",653,1,1,2,1
"654",654,1,2,4,2
"655",655,1,3,3,2
"656",656,1,1,3,5
"657",657,3,2,1,1
"658",658,4,1,5,4
"659",659,1,2,5,4
"660",660,1,1,1,2
"661",661,2,3,3,3
"662",662,1,2,3,2
"663",663,2,2,5,5
"664",664,2,2,3,3
"665",665,1,1,4,5
"666",666,1,1,3,2
"667",667,1,2,3,1
"668",668,2,3,3,3
"669",669,2,3,2,2
"670",670,1,2,3,2
"671",671,2,3,4,4
"672",672,3,1,3,3
"673",673,1,2,3,4
"674",674,2,1,2,2
"675",675,1,1,4,5
"676",676,1,2,3,3
"677",677,1,1,3,2
"678",678,2,1,4,5
"679",679,3,2,3,3
"680",680,1,1,2,5
"681",681,2,1,3,2
"682",682,1,1,4,2
"683",683,2,1,4,4
"684",684,1,2,3,4
"685",685,1,4,2,3
"686",686,1,2,3,3
"687",687,3,2,4,5
"688",688,1,3,3,4
"689",689,1,3,4,3
"690",690,1,2,2,3
"691",691,1,2,3,1
"692",692,1,2,2,4
"693",693,2,1,2,2
"694",694,1,4,4,1
"695",695,2,2,2,3
"696",696,1,2,1,2
"697",697,1,2,3,2
"698",698,1,3,3,2
"699",699,1,3,2,3
"700",700,1,3,3,3
"701",701,2,1,4,4
"702",702,2,2,2,5
"703",703,1,2,4,4
"704",704,2,2,3,4
"705",705,1,2,4,5
"706",706,2,2,3,5
"707",707,1,2,3,5
"708",708,1,4,5,5
"709",709,2,2,4,3
"710",710,1,2,5,2
"711",711,1,2,2,5
"712",712,2,2,3,3
"713",713,2,2,4,4
"714",714,2,2,1,1
"715",715,2,1,2,4
"716",716,1,2,4,4
"717",717,3,3,2,3
"718",718,1,2,3,3
"719",719,2,1,2,3
"720",720,2,1,4,4
"721",721,2,1,5,4
"722",722,1,1,4,4
"723",723,2,4,2,2
"724",724,2,2,4,4
"725",725,1,2,4,5
"726",726,2,2,3,1
"727",727,1,2,3,3
"728",728,1,3,3,3
"729",729,1,3,3,3
"730",730,1,3,2,4
"731",731,1,2,4,3
"732",732,1,2,3,2
"733",733,1,3,2,2
"734",734,2,4,1,2
"735",735,2,3,4,2
"736",736,1,1,4,3
"737",737,2,2,3,4
"738",738,2,2,4,5
"739",739,1,4,3,3
"740",740,1,1,4,2
"741",741,1,2,2,4
"742",742,2,1,1,1
"743",743,2,3,3,4
"744",744,2,3,3,3
"745",745,1,4,2,2
"746",746,2,3,3,1
"747",747,1,1,5,3
"748",748,1,2,5,3
"749",749,1,2,4,4
"750",750,2,2,3,3
"751",751,2,2,2,1
"752",752,1,1,4,4
"753",753,1,3,3,4
"754",754,2,1,2,4
"755",755,1,3,3,4
"756",756,1,2,1,4
"757",757,2,2,4,4
"758",758,1,2,4,4
"759",759,1,1,4,4
"760",760,1,1,3,4
"761",761,1,2,2,2
"762",762,1,2,3,3
"763",763,1,2,2,3
"764",764,1,1,2,5
"765",765,3,3,5,5
"766",766,3,2,3,4
"767",767,1,1,3,5
"768",768,1,2,2,2
"769",769,1,3,3,2
"770",770,1,3,4,3
"771",771,2,3,3,3
"772",772,2,3,5,5
"773",773,1,3,3,3
"774",774,1,1,3,5
"775",775,4,1,4,5
"776",776,1,3,4,4
"777",777,2,3,3,3
"778",778,1,1,2,5
"779",779,1,4,5,5
"780",780,1,1,3,4
"781",781,4,2,2,5
"782",782,1,3,4,3
"783",783,1,1,4,2
"784",784,1,2,3,4
"785",785,1,2,3,3
"786",786,2,4,4,4
"787",787,1,3,4,5
"788",788,1,2,3,2
"789",789,1,4,3,3
"790",790,1,2,3,3
"791",791,1,2,3,3
"792",792,1,2,3,3
"793",793,1,2,3,1
"794",794,1,3,3,3
"795",795,1,3,4,3
"796",796,1,3,3,2
"797",797,1,3,4,5
"798",798,1,3,4,3
"799",799,2,2,3,4
"800",800,1,2,3,5
"801",801,2,1,2,3
"802",802,1,1,1,2
"803",803,1,3,3,2
"804",804,1,2,4,4
"805",805,1,2,3,5
"806",806,1,2,3,4
"807",807,1,3,4,2
"808",808,1,2,2,2
"809",809,2,2,3,3
"810",810,2,3,2,2
"811",811,1,1,2,5
"812",812,1,2,4,4
"813",813,1,3,3,4
"814",814,1,1,1,3
"815",815,1,1,3,4
"816",816,2,2,1,4
"817",817,2,1,3,1
"818",818,1,2,1,2
"819",819,2,1,3,3
"820",820,2,2,4,4
"821",821,1,1,1,3
"822",822,2,1,4,4
"823",823,2,2,5,2
"824",824,2,1,3,4
"825",825,1,2,3,2
"826",826,1,3,4,3
"827",827,1,2,5,4
"828",828,1,1,4,4
"829",829,2,1,5,1
"830",830,2,4,2,1
"831",831,2,2,4,3
"832",832,2,1,4,3
"833",833,2,1,2,3
"834",834,2,1,5,5
"835",835,2,1,1,3
"836",836,2,2,4,5
"837",837,1,2,4,3
"838",838,1,2,3,4
"839",839,1,2,3,4
"840",840,3,2,4,5
"841",841,4,2,4,5
"842",842,1,2,3,3
"843",843,3,1,5,5
"844",844,2,3,2,2
"845",845,2,1,1,2
"846",846,3,2,5,4
"847",847,2,2,3,3
"848",848,3,2,4,5
"849",849,1,3,3,2
"850",850,1,3,3,2
"851",851,1,2,4,2
"852",852,1,2,4,3
"853",853,1,1,5,5
"854",854,4,4,3,2
"855",855,4,3,4,3
"856",856,2,2,3,3
"857",857,2,1,2,2
"858",858,3,2,2,1
"859",859,1,3,4,3
"860",860,2,1,4,4
"861",861,1,2,4,4
"862",862,2,1,2,3
"863",863,3,2,3,4
"864",864,3,1,3,3
"865",865,1,2,3,1
"866",866,1,2,5,4
"867",867,2,2,4,4
"868",868,3,1,3,2
"869",869,2,1,4,3
"870",870,3,1,2,4
"871",871,2,3,3,2
"872",872,1,1,4,3
"873",873,2,1,3,3
"874",874,2,2,4,3
"875",875,1,1,5,3
"876",876,1,1,4,4
"877",877,3,1,5,3
"878",878,2,1,2,1
"879",879,3,2,4,5
"880",880,1,1,3,4
"881",881,2,2,3,5
"882",882,1,1,4,3
"883",883,2,3,3,2
"884",884,1,3,3,1
"885",885,2,1,4,3
"886",886,2,1,2,3
"887",887,2,2,1,4
"888",888,1,2,3,2
"889",889,2,1,4,4
"890",890,1,2,4,5
"891",891,1,1,5,4
"892",892,1,1,4,4
"893",893,2,4,4,5
"894",894,1,2,3,3
"895",895,1,1,2,5
"896",896,1,1,3,5
"897",897,1,1,2,5
"898",898,3,4,3,5
"899",899,1,4,2,1
"900",900,1,3,4,5
"901",901,2,1,4,5
"902",902,2,2,3,4
"903",903,1,3,3,3
"904",904,3,1,4,5
"905",905,3,2,3,2
"906",906,2,2,3,2
"907",907,2,2,4,5
"908",908,1,2,3,2
"909",909,1,1,1,3
"910",910,1,1,1,3
"911",911,2,2,3,5
"912",912,1,2,3,3
"913",913,2,1,4,5
"914",914,1,2,3,2
"915",915,2,2,2,1
"916",916,3,2,3,2
"917",917,2,2,3,3
"918",918,1,2,3,4
"919",919,1,4,5,5
"920",920,3,2,2,1
"921",921,1,3,4,3
"922",922,1,1,2,3
"923",923,4,3,1,3
"924",924,1,1,1,3
"925",925,2,1,1,3
"926",926,1,1,1,4
"927",927,3,2,1,3
"928",928,2,2,2,2
"929",929,1,2,2,2
"930",930,1,1,1,2
"931",931,3,2,5,5
"932",932,3,4,4,5
"933",933,1,1,3,3
"934",934,1,3,3,3
"935",935,2,2,2,4
"936",936,2,1,3,3
"937",937,2,2,1,3
"938",938,2,3,3,5
"939",939,3,1,3,3
"940",940,2,1,1,2
"941",941,1,2,4,4
"942",942,1,2,2,5
"943",943,1,1,1,2
"944",944,1,2,5,5
"945",945,2,2,3,3
"946",946,2,2,1,2
"947",947,2,2,1,2
"948",948,1,2,4,3
"949",949,1,1,1,2
"950",950,2,1,5,5
"951",951,1,3,3,4
"952",952,1,1,4,4
"953",953,2,2,4,4
"954",954,2,1,5,5
"955",955,3,1,3,2
"956",956,2,1,5,5
"957",957,2,2,3,3
"958",958,1,2,4,3
"959",959,1,1,2,1
"960",960,2,1,5,5
"961",961,2,1,5,5
"962",962,2,1,3,3
"963",963,1,1,3,1
"964",964,2,1,2,1
"965",965,1,2,4,5
"966",966,2,1,4,3
"967",967,2,1,4,3
"968",968,2,2,5,5
"969",969,1,1,3,2
"970",970,2,1,4,3
"971",971,1,1,4,4
"972",972,2,1,5,5
"973",973,3,2,4,4
"974",974,2,2,5,4
"975",975,1,1,3,3
"976",976,3,1,4,4
"977",977,2,2,3,3
"978",978,1,1,4,4
"979",979,2,1,5,5
"980",980,2,1,4,3
"981",981,2,3,2,3
"982",982,1,2,5,5
"983",983,1,2,3,3
"984",984,1,1,2,2
"985",985,1,1,5,1
"986",986,3,2,4,4
"987",987,2,2,3,5
"988",988,2,1,4,3
"989",989,2,2,4,3
"990",990,2,2,3,5
"991",991,1,1,4,5
"992",992,2,2,3,3
"993",993,3,2,3,3
"994",994,2,1,1,4
"995",995,3,1,5,5
"996",996,3,1,2,3
"997",997,2,2,3,1
"998",998,2,3,4,5
"999",999,1,2,3,1
"1000",1000,3,2,4,2
"1001",1001,2,1,5,5
"1002",1002,2,4,2,3
"1003",1003,2,2,3,3
"1004",1004,1,2,2,3
"1005",1005,2,2,1,1
"1006",1006,2,2,5,4
"1007",1007,2,3,2,1
"1008",1008,2,2,5,5
"1009",1009,1,2,3,4
"1010",1010,2,2,3,3
"1011",1011,2,2,2,3
"1012",1012,2,1,3,2
"1013",1013,2,3,3,2
"1014",1014,3,2,3,4
"1015",1015,2,2,3,2
"1016",1016,1,2,3,4
"1017",1017,2,2,2,2
"1018",1018,2,2,3,4
"1019",1019,2,3,2,2
"1020",1020,3,1,2,1
"1021",1021,2,1,2,3
"1022",1022,3,2,2,2
"1023",1023,3,1,3,3
"1024",1024,1,3,4,3
"1025",1025,1,1,5,5
"1026",1026,2,3,4,4
"1027",1027,4,3,3,2
"1028",1028,2,2,3,3
"1029",1029,1,2,4,3
"1030",1030,1,2,1,3
"1031",1031,1,2,5,4
"1032",1032,1,2,2,4
"1033",1033,2,1,4,3
"1034",1034,2,2,4,3
"1035",1035,2,1,3,2
"1036",1036,2,1,4,3
"1037",1037,2,3,3,3
"1038",1038,2,2,5,4
"1039",1039,3,1,4,3
"1040",1040,1,3,4,2
"1041",1041,1,2,3,4
"1042",1042,2,2,1,1
"1043",1043,2,1,4,5
"1044",1044,3,1,4,1
